date,review,rating,isEdited,title,userName,developerResponse,App_Name
2017-10-16 22:41:43,"I've only been using this app for a couple of weeks, but it has been working wonders for me. I am not a vivid runner by any means. I started using this app to track my progress in my weight loss journey. My runs are only a mile and a half each day, for the time being, so I haven't experienced any issues that the other reviews have pointed out concerning crashes. I love the achievement section and how you are able to log miles on the sneakers you are running in. There are only two things that keep me from giving this a 5 star rating. First has to do with the music. I have plenty of music on my iTunes, but I prefer to listen to Pandora. Maybe I haven't fidgeted with the app enough, but I haven't found any way to set Pandora as my music preference. It would be nice to be able to do that. Secondly, I use the timer on my phone to track my time because I time myself running run way. Once that time is up, I turn around and run back. The problem is when my timer goes off, my workout pauses. Again, I haven't fidgeted with the app too much, so I don't know if a workout like that is available. I just don't like that my workout pauses just because my timer that isn't even part of the app goes off. Both of those are small issues that I have adjusted to, but the app would have five stars from me if those issues were not there.",5,False,Great for what I need,Chels3423,,Nike Run Club
2023-08-04 01:39:28,"Don’t get me wrong! I love using this app so much! It makes tracking my runs so much easier, and is super convenient to use. However, there are some things I think could make the app even better. One of them is the tracking. I love that when I’m looking back on my past runs I can see where I’ve run before, but I think it would also be helpful to be able to plan routes as well. Since it already has the gps, you could just draw out a route following the streets, or you could type in however many miles you want to run, and it could find possible routes or trails near you to try. I personally think that this could make this app even better and more convenient than it already is. I also think it would be fun to “remix a run,” if you were to redo a run you’ve already done, and it could guide you to take the same route, and then you could try to beat your past time or something like that. It would also be nice to have almost a shopping tab where it would be personalized to your runs and the activity you’ve done, and it could have recommendations for different shoes or Nike clothes that would be best for you depending on where, and how much effort you do when you run. None of these are fixes to problems or anything, but rather just things that would make your app even better. Thank you for taking the time to read this, and have a nice day!!!

-Mia",4,False,"Great, could be awesome",🥶🥵🥳,,Nike Run Club
2022-05-29 04:03:29,"I’m really impressed with the coaching available as part of the app. I picked up running recently and had started tracking runs in Strava. I decided to check out NRC because a friend of mine is using it and referenced it. I’m sure glad that I did! Previously I would just go out and run hard. But it’s hard to motivate for that kind of pain. I decided to try NRC’s 10k program to give me something to work toward. It has me doing speed runs, recovery runs, longer distances, etc. As a new runner, it has made running accessible and even kinda fun.
My problem is with the app itself. My 10k program from Nike is a PDF and it says which “Guided Run” I should do in the app. It begs the question why isn’t the program itself in the app? Failing that I should at least be able to search the guided runs for the name provided. But, no. So that’s why 4/5 ⭐️.
It seems like they could do so much more with this app too. The coach doesn’t know my pace so can only say the level of effort I should put in. But the app does! It doesn’t seem like it would have to be very sophisticated AI to customize the training plan to me. Age should be considered too. As a 50-something I’m just not going to build strength and stamina at the same rate as a younger runner. 
In short, I’m happy. I’m glad I’m using the app. You should definitely download it and give it a try. AND there is still a lot of opportunity for it to grow and improve.",4,False,Fantastic Coaching,Morp/-/eus,,Nike Run Club
2023-03-05 19:05:45,"I suggest that we should be able to cycle through the run colors that we have already unlocked. Leveling up through the colors is awesome, but once you are stuck at a certain one, you want to go back and experience some of the other colors again and that is not possible. I am suggesting that you should be able to pick your run color whenever you want, if you have already unlocked that one. Sometimes when I go for a run, my screen goes dark and I can’t access my run, and the only way to stop my run is to remember where the buttons are, this is a good bug to be fixed in this app. Another bug to be fixed is sometimes when I run on the treadmill, and input my run, it doubles that runs mileage on the leaderboards. On your stats you have the correct mileage, but your friends see that you ahead of what you currently are for the week, month, and year. A final suggestion would be able to see your friends full stats… all time mileage, etc. those graphs that we seen on our screen should be accessible to friends if allowed in settings. I hope someone reads this and continues to suggest these things, or someone from Nike reads this and takes my suggestions into account somehow. This is an amazing app, thanks!",5,False,"Amazing app, some suggestions",Bubba_is_bananas,,Nike Run Club
2021-09-01 13:40:07,"When I began running 5 years ago, I loved the app because it motivated me to run.  The guided runs were always fun and uplifting to listen to during a run. I also really liked the coaching tab that had coaching for beginners, strength building, and for racing. I started out with coaching for beginners, then went to coaching for strength, and then coaching for my first half marathon race. Fast forward five years now, and I’ve outgrown the app because they’ve taken away the coaching for racing that adapts to your runs automatically. Now the coaching is “canned”, static, and does not adjust to the runner. Also, I’d like to sync my runs to running community apps, like Strava. However, the Nike Run Club app doesn’t sync to anything which makes it hard to share my progress with friends and my local running groups. Nike Run Club doesn’t have any running clubs in my area. They are only in the biggest of cities. For this reason I gave Nike Run Club app three stars. I would be happy to give it more stars if they brought back the adaptable coaching and allowed the app to sync with other apps. It does sync to Apple Health, but Apple Health won’t easily export all the run data, like splits, intervals/laps, etc. Apple Health only exports summary run data to other apps. Nike Run Club needs to build a direct integration to popular running community apps so all the run data can be viewed and analyzed in those apps.",3,False,"Great for Beginners, Not So Much for Experienced",BeansandBananas,,Nike Run Club
2022-05-19 22:21:59,"I initially downloaded NRC when I joined a sports team because our summer workouts required us to send a few screenshots of runs in a run tracker app. I had always hated running, but was so surprised at how easy Nike Run Club made it. I quickly found myself feeling like I could tackle an extra mile or two after the required distance, and then one day I decided to try one of the guided runs. I was shocked at how motivating it was to have someone in my ear the whole run telling me I was doing great, keep it up, they’re proud of me, etc. I got so hooked and am glad to say that 2 years later I’m training for my first half marathon (next week!) 
That being said, I know a lot of my friends who ran XC in high school prefer Strava, but as someone who is just getting into running as an adult, I find Nike Run Club a lot more user-friendly and easier to digest. And this app never glitches out on me, and has all of the tools I could need as a newbie runner. I had never thought of myself as athletic in any traditional sense but I appreciate how much work Nike seems to have put into making running accessible for everyone, regardless of your shape, size, or skill level (even if it is just to sell us things).",5,False,The perfect app for normal people,Fanpage109,,Nike Run Club
2020-08-12 00:46:35,"I have used this app for years and have finally reached the final straw. I’m disappointed because I like the guided runs and training plans the app offers but I can no longer overlook it’s other issues. I have an Apple Watch series 3 and it is nearly impossible to sync my runs between my watch and phone. Lately any run that I start from my watch is deleted which is especially annoying with speed runs in which it is much easier to start and stop intervals from my watch. I’ve lost my running streaks because of this inability to sync and any adaptability in my training plans. When runs are started from my phone my watch fails to sync and provide useful stats throughout or after the run. As I said previously, I love that the app offers free training programs for various goals. I used one of these to train for my first half marathon. However, I do have a few gripes. I understand that incorporating Nike Training Club workouts into plans gives both apps use, but it is difficult when you already have a plan on the NTC app. It would be nice to have the option to exclude these workouts from training plans or link your current NTC workouts. It would also be super useful to allow for the training plans to be customizable. Plenty of other apps already offer this feature. Until Nike can properly track and record my runs, I’m done.",3,False,Switching apps,emily.t2,,Nike Run Club
2023-08-13 22:04:28,"I have had this app for 3 years but I’ve only started using it the past 4 months consistently. I’m these 4 months I’ve accumulated around 50 miles ran and I have become addicted to running making it even hard for me to not go on a run on rest days. I would like to point out the “run levels” because they are an awesome way to compete, track your progress, stay motivated, and to want more everyday. When you want to go on a run you can set a speed goal, a distance goal, or a timer for how long you will run. This helps for various reasons with different types of runs. The one issue I have been having with this app is that it doesn’t track my speed/distance/location as accurately as it should. I’ve noticed that sometimes when I try faster paces and take the same route I usually do I find myself running farther than I should (passing the one mile point and still having .05 miles left on the app). Also It’s the same with speed. When I try faster paces I burn my energy just to find my pace was the same as previous slower runs with the same distance even though I felt faster and more exhausted. Thank you for taking the time to read my review.",5,False,Great features small issue,Lukster 8,,Nike Run Club
2022-02-16 23:45:44,"I have always been on and off athlete and after putting on much undesired covid weight, I made a promise to myself to get back in gear as soon as the gyms reopened. I did, and have been on a fitness craze, lost a good amount of weight, and decided for 2022 to set a new goal - run in a race. Starting small - signed up for a local 5K at the end of March, but knew I’d need to up my running more seriously. My son is a runner and uses Strava and another friend uses the Nike Run App, and others use watches, devices, etc. I do not have an Apple watch and no plans to get one, so I read up on best running apps. For beginners (which I consider myself running wise) the NRC was rated best, hands down. So after downloading it and using it for about six weeks, I can honestly say I love it. I love the tracking mechanisms themselves, the challenges and badges and the guided runs. I feel those have all helped motivate and challenge me - esp monitoring my pace WHILE running because it is easy to slow down and get sluggish (at least for me). Maybe I will outgrow this app one day, as another reviewer mentioned. I would love that because it meant I actually achieved some of the goals I set! Wish me luck on my race!",5,False,Perfect for novice runners,LAwoman22,,Nike Run Club
2018-10-11 23:31:05,"I love how it’s been helping me train for my first 10k! It adjusts its workout to meet me where I’m at in my running experience which is really nice. 
A few things I wish they’d improve on:
1. Explaining their workouts a little. For example today I needed to run 4 intervals of 400m however I just had the workout going the entire time in between. I wasn’t informed that I needed to pause the workout in between intervals so by the time I was done it looked like I only completed 1 interval.
2. There are still some glitches they need to work through. There have been multiple times when I’ve gotten on the app and gone to where my “coach” should be for my 10k training and nothing is there so all of my training has disappeared and there’s no evidence of it ever happening. Typically if I exit the app and try again 30 mins later my training will show up again. However I didn’t know that the first time it happened so I just started a whole new training plan which was a little frustrating. 
3. Sometimes I’ll begin one of the scheduled workouts but when I finish it, it log it in/ appear as if I completed or even started it from the weekly overview screen. So if I want my plan to be marked as completed that day I’ll have to manually go back and add another workout simply enter in my progress from the workout I just did.",3,False,Good but need a little improvement,dusjdoc,,Nike Run Club
