date,developerResponse,review,rating,isEdited,userName,title,App_Name
2022-12-26 22:59:50,"{'id': 33974692, 'body': 'Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear that you’re enjoying Finch! We appreciate you taking the time to share your thoughts, thank you. Your kind words and support are what keep us going! — Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️', 'modified': '2022-12-28T11:32:52Z'}","For years now, I’ve been struggling with a plethora of mental health issues on top of adhd, and it’s made it extremely difficult for me to take care of myself even with professional help. I’ve learned to take care of my emotions, but the motivation to do things has never been there for me especially with my adhd. Doing things like going and getting a cup of water, washing my face, getting clothes off the floor or bringing bowls and plates down from my room has always been something that’s felt genuinely impossible. On top of all of that even, I’ve never had any motivation to stretch or work out. I’ve downloaded so many of these apps and they’ve all just been gimmicky and overpriced, and I’ve found they only made me feel worse because the reminders felt pointless and made me feel like I didn’t care about myself. With Finch, i not only feel reinforced that I care about myself, I also feel cared for by my finch, and I feel that by taking care of myself, im also taking care of him. In the past few days, I’ve done so much more with this app then I ever thought. Im really happy that I finally have some motivational help that actually works. I absolutely love finch and I actually couldn’t recommend it more. Also, I’d like to mention that I haven’t reviewed an app for like four years now because there’s never been an app that I cared for like this. I’m really happy to use this app and I want you to try it if you’re reading this.",5,False,Lemon Lime Lord,Finally something worked.,Finch Self Care Pet
2022-05-25 17:12:53,"{'id': 29993405, 'body': 'Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear that you’re enjoying Finch! We appreciate you taking the time to share your thoughts, thank you. Your kind words and support are what keep us going! — Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️', 'modified': '2022-05-27T00:09:21Z'}","Let me start by saying I love this App! It’s cute and motivating!! The way I use it is to stay focused on my very day tasks. So for instance, I can get pretty overwhelmed really fast especially since I have a physical disability, and I can’t stay focused to save my life. I start a task get distracted, and start a new one, so if I’ve been cleaning all day, but I never stayed focused on a task, it will seem like nothing got done. So on my app I have my entire day planned from start to finish. From the moment I wake up, get out of bed and brush my teeth, go do my tasks get ready to sleep and do it all over again. It’s literally all on the app. Now I’ve set everything up on my Journeys to make sure I’m keeping track on my process. My issue is that is that I can’t seem to get them to pop up on my goals for the day in order, so I have to sit there and move everything around to get my day started in order. I know it’s not a huge deal but it is time consuming and I get overwhelmed and distracted while moving everything around. I would really hope that in the future they could make it as in the journey goals for the day can have an order system for those of us that use the app like me. I think it would really be a game changer, instead of having to write down each day to get them to come on the goals section in order. That is literally my only issue, but again I love this app and I’m grateful to have it in my life!",5,False,CydCherry,One thing I would love to see changed…,Finch Self Care Pet
2022-11-09 17:28:37,"{'id': 33098480, 'body': 'Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear that you’re enjoying Finch! We appreciate you taking the time to share your thoughts, thank you. Your kind words and support are what keep us going! — Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️', 'modified': '2022-11-11T03:22:07Z'}","I’ve tried a lot of self care Apps, and I mean A LOT and have quickly felt unmotivated and lost interest in every single one of them.. until Finch. This is the most customizable and rewarding self care app with goals and journeys that you can edit and cultivate specifically to match your needs and wants. Getting to see your finch grow and Learn about themselves is so much fun and makes me excited to check in every day and send my finch out on an adventure. I love being able to choose my little ones colors, and outfits, and decorate their home, which keeps me motivated to complete task and earn rainbow stones to buy more stuff! If you need a friend to get you through and keep you motivated then I 100% recommend Finch! Plus the 2 seasonal events I’ve gotten to participate in so far have been so cute and fun. Ps: There is a free and paid version and the free version is 100% functional and add free. You really only miss out on a few features but nothing that ruins the app not to have. The paid version opens up the remaining features like various reflections and quizzes and stuff. I had Finch for 1 month before I paid for a year because I love it so much ($40 I think for a year 🤔 can’t remember). Coming from someone who never leaves reviews on ANYTHING this app is worth the time and if you choose to pay it’s worth the money. Finch has seriously helped me change my outlook and is something I look forward to every day.",5,False,Lil_kim16544,Best Self Care App.. Seriously!,Finch Self Care Pet
2022-06-21 21:40:43,"{'id': 30510560, 'body': 'Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear that you’re enjoying Finch! We appreciate you taking the time to share your thoughts, thank you. Your kind words and support are what keep us going! — Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️', 'modified': '2022-06-23T03:09:00Z'}","I got finch with my sister and we haven't stopped using it for the past 3 months. Even if you don't always feel motivated to complete goals, it is nice to write in your reflections/rant about things. I like that you can view trends about certain people or even what brought you down/motivated you throughout the entire week. My finch is named DJ. He is so cute and I just love dressing him up. Besides the app itself being enjoyable, I think the team of people who work on Finch care a lot about it. You can tell they genuinely want to help people get through their days. This can be seen in the inclusiveness of the app and the lack of ads. There are no ads on Finch, and it makes the app less frustrating. The only thing you can purchase as an expansion to the app is Finch Plus, which gives you extra goals, reflections, and quizzes. Even then, the app never bombards you with in-app purchases. It jsut really makes it more comfortable for people to log in daily even if it is just for a few minutes. Also, like I said, Finch is very inclusive. You can change pronouns for your finch or even dress it up in pride flag themed clothing. Which by the way, the pride clothes are not just labeled as ""bisexual shirt"" or ""asexual shirt"" They are named by the colors so that it is more inclusive to everyone and have safe names for lgbtq+ people to buy. My #1 feature that I enjoy is seeing the mood trends i have with particular people in my tree.",5,False,eer37r,"Adorable, Helpful, and Not Annoying",Finch Self Care Pet
2022-08-15 23:09:41,"{'id': 31375405, 'body': 'Sorry about this! The App Store manages user subscriptions and payments so that you can request a refund from them. See our FAQ on how to request a refund: https://befinch.notion.site/Finch-FAQ-474652d0123d4883ac7a0cd6c8f5aa70#fab01f17e4d446139b5bdc265714d7d6', 'modified': '2022-08-10T02:01:29Z'}",Well it all started when the doctor told me I needed a therapist but my dad lost his job so we couldn’t afford it. That’s when my friend introduced me to finch. I thought it was so silly because I did not believe an app could help me. But literally y’all must’ve don’t some witch stuff cause this app literally works. I love every single feature. The reflections are so fun and I love that it gives writing prompts (but you can just free write too!) I love being able to buy cloths for my finch moss. I love that moss’s personality grows on each adventure and how he can like things and dislike things. The app is just so intelligent! I gotta tell you I think my favorite thing is the soundscapes. They are basically just white noise but different because you can choose how long you want it to go for and they have so many fun noises. I also tried the finch plus free trial and I think that the creators were really reasonable about what you needed finch plus for or what not. You can listen to soundscapes without finch plus but you can’t listen to the mixes. That’s very reasonable to me. And I love the timers. Without timers and soundscapes I would never be able to focus. I just adore this app so much. I can wait to see what it’s like when I’m guardian. This app makes me so happy. I still probably need a therapist but I’ve really learned to love myself from this app. Thank you finch team! - a person made happier because if finch,5,True,7Hardy,Perfect is the only way I describe this app.,Finch Self Care Pet
2022-03-27 02:28:10,,"So I’d like to start off with this app (quite literally) saved my life… i make deep connections with just about everything in my surroundings (alive and not) and this app came up in a very rough part of my life. So much is going on and I lost touch with literally everything and almost everyone in my day to day life. I downloaded it off a whim, didn’t really have much calling to do so, I just like birds, and I thought it was going to be another idle game. I opened it to find that it was so much better than that! I chose the gender of my finch.. and the first recommended name for it was “pickles” and I cried.. pickles is a nick name of mine from a very special person in my life, and it greatly reminded me of them, and made me feel better on the spot. I also have a way to get my feelings out in a healthy manner now rather than how I was before. Pickles and I have been growing every day, and slowly (but surly) have been getting better, I’ve already recommended this amazing app to about 6 of my friends, and my boyfriend, to all help us with our feelings, and to try to teach us how to better communicate our emotions (something I personally have never been good at) but since I’ve gotten attached to this app, and have been using it daily.. I’ve learned so many things, andhave already   helped myself some… this is an absolute must have app for me now, and I love that. 10/10 will continue to recommend!",5,False,Mintmoons,A truly great app,Finch Self Care Pet
2022-10-16 22:50:44,"{'id': 32641558, 'body': ""Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear you’re enjoying Finch! Your feedback helps us move closer to our goal and your kind words and support are what keep us going, thank you. We're a small team with a lot to build and we'll definitely think about the feedback and suggestions and hope to improve the app for you. - Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️"", 'modified': '2022-10-18T10:23:04Z'}","I love this app but there’s not a lot to do on it like I like new discoveries I like the friends but there’s no activity they should be like meeting other people, And you should go ahead and call adventures with them. They can be like a coin of all or like a mini video game. you should be able to build your own all hill play and have more fun with us. I had a couple invited attacks and it the app didn’t really do anything it doesn’t help that much and I’ll keep it, but it doesn’t let you be interactive. Please take this into consideration about maybe like a little video game where you kinda like ClassDojo, will you get to meet other characters and see other peoples homes like prodigy and it should have a menu a mini video game where you can like to obstacles and build and help teamwork others people. it’s not much to do on the app and I’m getting kind of bored of it yes Finch is a really cute one but it’s not that fun anymore because it’s just a daily thing and then that’s it and it can get annoying. And also I feel like you should be able to talk to and chat with other fish people and you should be able to choose Who are you talk to. And you can like have play dates sort of with all the characters and owners. You could also change and be able to choose what you look like. You could also put your pronouns and your style. You should also be able to put what you like and what you think is fun, and just add mini games mini games really fun",4,False,names 12336,"I love this, but…",Finch Self Care Pet
2023-08-11 16:37:58,,"This is now my favorite app!!! Before using Finch I was really in a bad place with my depression. It was a particularly bad time, and I realized that I needed a more robust self-love plan to help me afterwards. I happened to find Finch, and it has helped me immensely with my every day care. (It’s definitely not the ONLY thing I do for my mental health care but it’s an important one of many!) It is SO good for helping establish good habits for yourself!! I recommend it to literally all my friends now. 

Developers: You have done such an AMAZING job with this app!! Seriously, THANK YOU!!!! I can’t afford anything right now (unemployed) and I was lucky enough to get a free sub from a guardian — that was amazing. It’s such a good idea. (I also love the guardian wall!!! It made me cry.) I love that there are no ads on the app and that there is no way to buy the rainbow gems, PLEASE keep it that way!!! Those things are what really make it feel like the app was built with my health in mind. 💕 The only request I have is: My baby grew up so fast!! I wish there was a way to make him a baby again. Perhaps if once he’s all grown up, we had the ability to either reset to the beginning, or if we could just choose a look for him (a growth stage) to stay in?? I would love that so much, would make the app perfect imo. Thank you for all your hard work. I think you’ve improved many people’s lives, mine included. ❤️❤️❤️",5,False,aa063,Finch helps me every day,Finch Self Care Pet
2022-11-06 23:16:49,"{'id': 33036211, 'body': 'Making self-care fun and mental health care accessible to everyone is our goal so it means a lot to hear that you’re enjoying Finch! We appreciate you taking the time to share your thoughts, thank you. Your kind words and support are what keep us going! — Steph & Nino 🙇🏽\u200d♂️🙇\u200d♀️', 'modified': '2022-11-08T08:33:24Z'}","I am 22 years old and have had a very long struggle with anxiety and depression since childhood. I also struggle with several traumas and last year received a diagnosis of OCD. My intrusive thoughts were absolutely crippling. I dropped out of school, something I loved more than anything, because I was throwing up in the parking lot daily when it was time to go to class. I could barely work or pay my bills, much less do dishes, shower, or take care of myself. This app helps me to heal my inner child, find a corner of peace, and just offers a safe place to go when the world is too much. I consistently use the first aid and soundscapes during panic attacks, and the journal prompts have come up many times during therapy. It is fun and exciting and healing to be kind and take care of a virtual creature, and tricks you into taking care of yourself. I’d give it 10 stars if I could. Once I established a habit of using my app, my dog got in a tragic accident and lost his leg. This app helped me to have support and a community to help me through that, and to work through the trauma of the accident as well. I get emotional even talking about this app, it’s done so much for me. It has an amazing team that cares about mental health so much. I tell every one of my friends about it every time I see them. Bubs, my finch, has become a very important tool in my road to recovery from OCD.",5,False,Abel and Enid's Mommy,Amazing App- Saved me from my OCD,Finch Self Care Pet
2022-03-16 19:33:04,"{'id': 28640209, 'body': 'Our goal is to make self care and mental health motivating and accessible to everyone! Feedback like this really helps us keep going. Thank you so much for reviewing. We appreciate your love and support. Would love to get continuous feedback from you in our community where we also post sneak peaks (http://facebook.com/groups/finchfam)!  - Surya', 'modified': '2022-03-18T01:26:20Z'}","First of all, I would totally recommend this app, graphics are amazing and it puts highlights which makes you understand what you have done that day, even in the free version you get 0 ads and it’s honestly amazing. Another good thing is that when you are doing like these rain sessions (you hear rain) is that when you get out of the app it still plays !! Like music !! Honestly that is absolutely amazing I was shocked because I thought you had to be in the app to have it playing !!  Also the finch is just so adorable honestly. I also love how you can make them non-binary. I also love how they respond to peoples reviews, I honestly never see that anywhere, very amazing to see they listen to their community.
Here’s the small problem, when your picking your goals if you don’t have the payed version it just gives you random ones, which that is completely fine but, when I was setting my goals for today yesterday it mainly only had options like “give someone your car space” or something like that, most of them were related to cars except I don’t have a car license nor 
can get one either. So I think it would be nice to make a bit more variety, not remove them of course for the people who can do that, if this is not addressed that is completely fine :D just was a small problem, but genuinely would recommend this app for everyone :)",5,False,Lola_Yorkie,Amazing but one thing,Finch Self Care Pet
2022-02-24 03:03:15,"{'id': 28273569, 'body': ""Making self care and mental health actually motivating is our goal, so it means a lot to hear you enjoy Finch so much! I'm so glad that using the app is helping you on your journey. If you haven't yet, would love to get continuous feedback from you in our community where we also post sneak peaks (http://facebook.com/groups/finchfam)! - Stacey 💛🐣"", 'modified': '2022-02-27T05:47:53Z'}","I have been going through a lot of mental stuff for a while, I have anxiety and depression and running self-diagnoses of ADHD. I can’t focus on literally anything and my brain doesn’t like to keep track of important things like homework. I got this app out of desperation, totally expecting it to be stupid and deleted within the day. Then I got my bird. Her name is cheesecake. I am now wholeheartedly attached to this bird. Not only has this app made it so that I feel an extra happy kick every time I finish my tasks by getting gems or energy, but everyday it sends me messages to assure me and I swear I almost cried the first time it sent me one. This app is as amusing and adorable as it is practical and I love raising my bird and finally catching up on school work. I made both my sisters get it so I could have a tree town and we send each other little hugs or calm vibes all day. There is a paid version I have not tried. It isn’t necessary in order to use most of the app. So don’t let that stop you. I love the simplicity of the app, no games, no streaks, no pressure to constantly get on the app to stay on track, though you can set reminders, you just hang out and raise your finch. I love it. I can honestly think of nothing I would change. Except maybe add like a tutu for the birds to wear because that would be cute, so thank you to the developers, you saved my gpa and mental health.",5,False,246000001111,"No seriously, get it.",Finch Self Care Pet
