rating,vader_sentiment,count,vader_sentiment_score,Element type,Mentions
1,pos,2,0.5077,has_challenges,38
2,pos,4,0.896925,has_challenges,38
3,neg,1,-0.6198,has_challenges,38
3,pos,4,0.7188,has_challenges,38
4,neg,1,-0.1155,has_challenges,38
4,pos,4,0.860475,has_challenges,38
5,neg,1,-0.2023,has_challenges,38
5,pos,21,0.8229380952380952,has_challenges,38
1,neg,1,-0.9455,has_points,29
1,pos,2,0.8713,has_points,29
2,neg,2,-0.4181,has_points,29
2,pos,1,0.8719,has_points,29
3,neg,2,-0.60625,has_points,29
3,pos,4,0.7255499999999999,has_points,29
4,neg,2,-0.387,has_points,29
4,pos,8,0.841275,has_points,29
5,neg,1,-0.4588,has_points,29
5,pos,6,0.7601666666666667,has_points,29
4,neg,1,-0.4767,has_badges,4
4,pos,1,0.8661,has_badges,4
5,pos,2,0.9410499999999999,has_badges,4
1,neg,1,-0.7717,has_feedback,22
1,pos,1,0.8,has_feedback,22
2,neg,1,-0.7461,has_feedback,22
2,pos,2,0.5273,has_feedback,22
3,pos,3,0.6823666666666667,has_feedback,22
4,neg,1,-0.296,has_feedback,22
4,pos,3,0.8274333333333334,has_feedback,22
5,neg,1,-0.042,has_feedback,22
5,pos,9,0.9350777777777779,has_feedback,22
1,neg,2,-0.7034,has_social,15
1,pos,1,0.2095,has_social,15
3,neg,2,-0.38045,has_social,15
3,pos,2,0.6288499999999999,has_social,15
5,pos,8,0.8445125,has_social,15
1,neg,9,-0.6859666666666667,has_tracking,283
1,pos,23,0.6522434782608696,has_tracking,283
2,neg,8,-0.593175,has_tracking,283
2,pos,16,0.769375,has_tracking,283
3,neg,11,-0.4440545454545454,has_tracking,283
3,pos,55,0.7558272727272728,has_tracking,283
4,neg,14,-0.4199857142857143,has_tracking,283
4,neu,1,0.0,has_tracking,283
4,pos,56,0.8019,has_tracking,283
5,neg,10,-0.34211,has_tracking,283
5,pos,80,0.85396625,has_tracking,283
3,pos,5,0.8387399999999999,has_goals,12
4,pos,2,0.6657,has_goals,12
5,pos,5,0.78262,has_goals,12
1,neg,1,-0.1531,has_narrative,6
1,pos,2,0.90795,has_narrative,6
3,neg,1,-0.5574,has_narrative,6
4,pos,1,0.995,has_narrative,6
5,pos,1,0.9274,has_narrative,6
